Time,Tgas
171.72,2180.527891
171.75,2132.39231
171.78,2148.424622
171.81,2111.007874
171.84,2029.290283
171.87,2037.462513
171.9,2048.166987
171.93,2068.201214
171.96,2175.772159
171.99,2145.210496
172.02,2082.083058
172.05,2057.365633
172.08,2164.587743
172.11,2022.309308
172.14,2016.690273
172.17,2106.066509
172.2,2018.71823
172.23,2061.581621
172.26,2173.095447
172.29,2197.524947
172.32,2193.107093
172.35,2184.249602
172.38,2134.60865
172.41,2084.575702
172.44,2159.470428
172.47,2196.92164
172.5,2162.964493
172.53,2176.78439
172.56,2057.459315
172.59,2061.508217
172.62,2079.994074
172.65,2072.114102
172.68,2158.396935
172.71,2152.842878
172.74,2116.264551
172.77,2114.725436
172.8,2180.569481
172.83,2008.786014
172.86,2065.772553
172.89,2183.474764
172.92,2087.442017
172.95,2000.88245
172.98,2001.778497
173.01,2072.216025
173.04,2106.433299
173.07,2079.246428
173.1,2069.847205
173.13,2048.588759
173.16,2128.987276
173.19,2177.466969
173.22,2143.868691
173.25,2052.325673
173.28,2020.854206
173.31,2195.250593
173.34,2151.912822
173.37,2058.540244
173.4,2072.663866
173.43,2080.151557
173.46,2087.178555
173.49,2074.918681
173.52,2120.214357
173.55,2121.830389
173.58,2015.025803
173.61,2135.615289
173.64,2087.587741
173.67,2138.056362
173.7,2122.625573
173.73,2178.71811
173.76,2176.395764
173.79,2109.588503
173.82,2032.825443
173.85,2038.877201
173.88,2184.27852
173.91,2144.39362
173.94,2092.889088
173.97,2165.532188
174,2024.800994
174.03,2135.84884
174.06,2158.110031
174.09,2184.762718
174.12,2127.805149
174.15,2055.420641
174.18,2032.621967
174.21,2090.521428
174.24,2161.007479
174.27,2033.1968
174.3,2119.953124
174.33,2066.457104
174.36,2072.902271
174.39,2147.468884
174.42,2057.927066
174.45,2032.567691
174.48,2082.123336
174.51,2067.805731
174.54,2012.257507
174.57,2069.560031
174.6,2127.68832
174.63,2164.688381
174.66,2149.361158
174.69,2095.437402
174.72,2117.925848
174.75,2070.303115
174.78,2185.411196
174.81,2010.86441
174.84,2161.535983
174.87,2160.453148
174.9,2128.926289
174.93,2020.800733
174.96,2170.455953
174.99,2194.33342
175.02,2056.934163
175.05,2124.493233
175.08,2071.715801
175.11,2008.184488
175.14,2130.834966
175.17,2095.394465
175.2,2075.775628
175.23,2142.66817
175.26,2072.137246
175.29,2025.982033
175.32,2019.876913
175.35,2054.778856
175.38,2016.820456
175.41,2129.190535
175.44,2141.763155
175.47,2005.800843
175.5,2011.908672
175.53,2169.558307
175.56,2080.749866
175.59,2172.089222
175.62,2087.419767
175.65,2193.775744
175.68,2159.245923
175.71,2021.963957
175.74,2017.824878
175.77,2142.298748
175.8,2112.41809
175.83,2152.233828
175.86,2074.647027
175.89,2002.421605
175.92,2148.350963
175.95,2014.416985
175.98,2127.920885
176.01,2128.508219
176.04,2189.758166
176.07,2084.3973
176.1,2039.949017
176.13,2115.332246
176.16,2033.784765
176.19,2185.623727
176.22,2192.776274
176.25,2035.058024
176.28,2044.849763
176.31,2029.415934
176.34,2116.9821
176.37,2008.945279
176.4,2113.94985
176.43,2064.646123
176.46,2101.650817
176.49,2060.809216
176.52,2127.044369
176.55,2131.825319
176.58,2197.87975
176.61,2133.335107
176.64,2042.648013
176.67,2157.185273
176.7,2116.03137
176.73,2181.055797
176.76,2066.003781
176.79,2017.635511
176.82,2187.001623
176.85,2034.865842
176.88,2109.432778
176.91,2114.279814
176.94,2095.83339
176.97,2027.80836
177,2089.285692
177.03,2158.16592
177.06,2088.722572
177.09,2071.159601
177.12,2154.726184
177.15,2032.388999
177.18,2078.655493
177.21,2067.511532
177.24,2100.392206
177.27,2072.31386
177.3,2140.095919
177.33,2046.152986
177.36,2150.879333
177.39,2171.764079
177.42,2066.365374
177.45,2000.531658
177.48,2139.624856
177.51,2134.238216
177.54,2143.744653
177.57,2133.663519
177.6,2168.062087
177.63,2085.771841
177.66,2038.667193
177.69,2199.983669
177.72,2147.964459
177.75,2177.435457
177.78,2113.221423
177.81,2157.480917
177.84,2118.763554
177.87,2173.877826
177.9,2169.56804
177.93,2119.493422
177.96,2015.626318
177.99,2123.639334
178.02,2190.230808
178.05,2168.721867
178.08,2100.19035
178.11,2037.651436
178.14,2115.15761
178.17,2195.946429
178.2,2122.095492
178.23,2168.379988
178.26,2167.060038
178.29,2196.971894
178.32,2141.26408
178.35,2020.479224
178.38,2010.131153
178.41,2091.709775
178.44,2095.417548
178.47,2138.633459
178.5,2084.745755
178.53,2138.512437
178.56,2169.94723
178.59,2128.912193
178.62,2010.270883
178.65,2185.103883
178.68,2177.35597
178.71,2010.931239
178.74,2074.642742
178.77,2027.590922
178.8,2112.685776
178.83,2048.218229
178.86,2069.737286
178.89,2100.263775
178.92,2155.639646
178.95,2093.496418
178.98,2106.541016
179.01,2196.595123
179.04,2143.151186
179.07,2045.079055
179.1,2023.898533
179.13,2101.903574
179.16,2077.591389
179.19,2087.1921
179.22,2136.589211
179.25,2035.674515
179.28,2078.746846
179.31,2042.337148
179.34,2162.125195
179.37,2085.464123
179.4,2081.642933
179.43,2130.24106
179.46,2013.318495
179.49,2064.349843
179.52,2128.444871
179.55,2095.697746
179.58,2114.325736
179.61,2167.345252
179.64,2105.131799
179.67,2014.480014
179.7,2158.278712
179.73,2197.368315
179.76,2104.590968
179.79,2053.70185
179.82,2182.621274
179.85,2146.840422
179.88,2012.127479
179.91,2130.313143
179.94,2001.260119
179.97,2168.076159
180,2048.177015
180.03,2183.13376
180.06,2033.727463
180.09,2057.578402
180.12,2079.711772
180.15,2115.985077
180.18,2119.325235
180.21,2068.541645
180.24,2047.598176
180.27,2016.846834
180.3,2108.688472
180.33,2127.68876
180.36,2090.819099
180.39,2176.151801
180.42,2157.681401
180.45,2129.820431
180.48,2188.139134
180.51,2094.687498
180.54,2168.128572
180.57,2165.842448
180.6,2098.163301
180.63,2134.702102
180.66,2123.172229
180.69,2178.772236
180.72,2107.880544
180.75,2188.050731
180.78,2110.852856
180.81,2196.928829
180.84,2040.564184
180.87,2037.162285
180.9,2027.801259
180.93,2000.326976
180.96,2081.694372
180.99,2152.29049
181.02,2128.965012
181.05,2125.826059
181.08,2089.144618
181.11,2197.837206
181.14,2090.8089
181.17,2006.44295
181.2,2110.089457
181.23,2185.79171
181.26,2016.583989
181.29,2171.346107
181.32,2133.891836
181.35,2122.496701
181.38,2126.890467
181.41,2029.573697
181.44,2081.588949
181.47,2126.268838
181.5,2199.803251
181.53,2188.256748
181.56,2144.154145
181.59,2167.223537
181.62,2049.314021
181.65,2131.171497
181.68,2101.742136
181.71,2018.87916
181.74,2136.212112
181.77,2128.086296
181.8,2162.529658
181.83,2025.123862
181.86,2122.37741
181.89,2132.079453
181.92,2155.065647
181.95,2103.938644
181.98,2127.696428
182.01,2152.764917
182.04,2199.522018
182.07,2016.56317
182.1,2018.874744
182.13,2081.195623
182.16,2158.437097
182.19,2079.730454
182.22,2082.732954
182.25,2136.392784
182.28,2178.051892
182.31,2049.067699
182.34,2127.512446
182.37,2199.404666
182.4,2184.432133
182.43,2086.275413
182.46,2013.253156
182.49,2023.460038
182.52,2123.698307
182.55,2113.616231
182.58,2009.023053
182.61,2149.750134
182.64,2140.189936
182.67,2149.586057
182.7,2028.71078
182.73,2087.199969
182.76,2141.996728
182.79,2009.802237
182.82,2167.975639
182.85,2177.27422
182.88,2015.986707
182.91,2040.078208
182.94,2002.776662
182.97,2015.890124
183,2014.675643
183.03,2089.582363
183.06,2014.128625
183.09,2040.687802
183.12,2190.860301
183.15,2126.39602
183.18,2128.962056
183.21,2198.033149
183.24,2084.081062
183.27,2112.249231
183.3,2141.133273
183.33,2073.055953
183.36,2143.027445
183.39,2057.463795
183.42,2038.485912
183.45,2195.226781
183.48,2111.192683
183.51,2006.741114
183.54,2104.418884
183.57,2198.401874
183.6,2107.957418
183.63,2066.891976
183.66,2142.349852
183.69,2132.662832
183.72,2020.722168
183.75,2132.585001
183.78,2067.934848
183.81,2120.039927
183.84,2102.162228
183.87,2119.090489
183.9,2115.34537
183.93,2057.620858
183.96,2062.637081
183.99,2182.006365
184.02,2109.29263
184.05,2086.528083
184.08,2087.497164
184.11,2050.486658
184.14,2051.078179
184.17,2127.976742
184.2,2016.422216
184.23,2191.519972
184.26,2000.64576
184.29,2026.719646
184.32,2017.502027
184.35,2164.46072
184.38,2141.22649
184.41,2106.946726
184.44,2035.377384
184.47,2195.507555
184.5,2073.783384
184.53,2069.322411
184.56,2064.493204
184.59,2000.021279
184.62,2008.050647
184.65,2047.604805
184.68,2134.805759
184.71,2130.639606
184.74,2156.170492
184.77,2152.077365
184.8,2039.693162
184.83,2007.560698
184.86,2036.999396
184.89,2034.462155
184.92,2128.232633
184.95,2122.350731
184.98,2177.489062
185.01,2160.049801
185.04,2133.713856
185.07,2107.289874
185.1,2110.964487
185.13,2043.104569
185.16,2102.367928
185.19,2004.967702
185.22,2155.875259
185.25,2037.643144
185.28,2143.344781
185.31,2197.959396
185.34,2018.025777
185.37,2085.379056
185.4,2135.207162
185.43,2034.79045
185.46,2194.60754
185.49,2013.195457
185.52,2119.586334
185.55,2160.987417
185.58,2101.472122
185.61,2160.493737
185.64,2065.060547
185.67,2153.966234
185.7,2069.54607
185.73,2079.71198
185.76,2117.724048
185.79,2175.326876
185.82,2031.92802
185.85,2080.913012
185.88,2171.059959
185.91,2149.336315
185.94,2008.182905
185.97,2021.986496
186,2181.055163
186.03,2172.594843
186.06,2002.465015
186.09,2026.798508
186.12,2124.313354
186.15,2091.14216
186.18,2009.298183
186.21,2170.111961
186.24,2104.405451
186.27,2068.634902
186.3,2123.412935
186.33,2111.788888
186.36,2010.750591
186.39,2047.426748
186.42,2067.518877
186.45,2148.102472
186.48,2198.755029
186.51,2128.00624
186.54,2117.126179
186.57,2106.56197
186.6,2198.221472
186.63,2045.337091
186.66,2000.184565
186.69,2189.446941
186.72,2111.113958
186.75,2001.800901
186.78,2071.829826
186.81,2175.582058
186.84,2133.824734
186.87,2156.189247
186.9,2086.594045
186.93,2120.324864
186.96,2064.252365
186.99,2029.737633
187.02,2086.453975
187.05,2171.080266
187.08,2166.565354
187.11,2199.557019
187.14,2133.163238
187.17,2195.665841
187.2,2178.8447
187.23,2042.322496
187.26,2179.123167
187.29,2057.296415
187.32,2106.438375
187.35,2092.992114
187.38,2184.660838
187.41,2135.635987
187.44,2013.477094
187.47,2063.244619
187.5,2054.571257
187.53,2165.939609
187.56,2097.05817
187.59,2018.41704
187.62,2035.35802
187.65,2195.271231
187.68,2090.067243
187.71,2089.382547
187.74,2199.58086
187.77,2116.756397
187.8,2080.951882
187.83,2174.487675
187.86,2167.124026
187.89,2072.97083
187.92,2072.488275
187.95,2104.499339
187.98,2122.916644
188.01,2115.3267
188.04,2144.986009
188.07,2180.634071
188.1,2157.750486
188.13,2084.810772
188.16,2121.346786
188.19,2178.885205
188.22,2118.95607
188.25,2035.882437
188.28,2142.087668
188.31,2059.546383
188.34,2137.07602
188.37,2020.461462
188.4,2145.52438
188.43,2126.391682
188.46,2149.839155
188.49,2195.253337
188.52,2142.597728
188.55,2040.903974
188.58,2023.432085
188.61,2099.58635
188.64,2138.838042
188.67,2030.4216
188.7,2062.370116
188.73,2186.435118
188.76,2167.256334
188.79,2082.049163
188.82,2013.833867
188.85,2097.214182
188.88,2195.853259
188.91,2195.585994
188.94,2052.240569
188.97,2021.64457
189,2168.524533
189.03,2115.342319
189.06,2069.656655
189.09,2193.551762
189.12,2007.945991
189.15,2025.96172
189.18,2110.132748
189.21,2167.281649
189.24,2146.288193
189.27,2142.886449
189.3,2106.58464
189.33,2023.454634
189.36,2039.322464
189.39,2078.865715
189.42,2119.831977
189.45,2002.20334
189.48,2140.532342
189.51,2145.102362
189.54,2090.696612
189.57,2132.763287
189.6,2120.784983
189.63,2110.492241
189.66,2056.083508
189.69,2170.077385
189.72,2102.973253
189.75,2027.630999
189.78,2036.175112
189.81,2090.451204
189.84,2118.475743
189.87,2097.862112
189.9,2146.333507
189.93,2175.68199
189.96,2121.943443
189.99,2043.27824
190.02,2104.871036
190.05,2073.834812
190.08,2143.241537
190.11,2005.642004
190.14,2151.257447
190.17,2014.931626
190.2,2173.495138
190.23,2030.518526
190.26,2010.424365
190.29,2096.796791
190.32,2034.147733
190.35,2038.171557
190.38,2160.92809
190.41,2130.103968
190.44,2043.563531
190.47,2125.903613
190.5,2073.457523
190.53,2018.49401
190.56,2053.21348
190.59,2073.824744
190.62,2116.492862
190.65,2058.430338
190.68,2065.542134
190.71,2195.941633
190.74,2006.024936
190.77,2040.764245
190.8,2036.087789
190.83,2168.640974
190.86,2122.287201
190.89,2186.975105
190.92,2130.952483
190.95,2051.897839
190.98,2149.448483
191.01,2198.941992
191.04,2075.471692
191.07,2006.0659
191.1,2108.294454
191.13,2029.713487
191.16,2080.435972
191.19,2001.015416
191.22,2137.699519
191.25,2027.217801
191.28,2017.705815
191.31,2080.913859
191.34,2194.414965
191.37,2110.437664
191.4,2129.238846
191.43,2174.839833
191.46,2074.137543
191.49,2188.011892
191.52,2088.560058
191.55,2022.917332
191.58,2027.101934
191.61,2110.376255
191.64,2052.310033
191.67,2090.746381
191.7,2069.59903
191.73,2028.716094
191.76,2130.923102
191.79,2006.917618
191.82,2096.721662
191.85,2181.927915
191.88,2178.088377
191.91,2155.862812
191.94,2159.739642
191.97,2007.713733
192,2022.248606
192.03,2162.531525
192.06,2141.928978
192.09,2156.211084
192.12,2093.570529
192.15,2198.307693
192.18,2192.858674
192.21,2163.119019
192.24,2123.450692
192.27,2124.104459
192.3,2007.048658
192.33,2060.776086
192.36,2029.665801
192.39,2063.188105
192.42,2074.301107
192.45,2031.215089
192.48,2185.297563
192.51,2151.782738
192.54,2165.211132
192.57,2137.332533
192.6,2135.582712
192.63,2038.144963
192.66,2160.464823
192.69,2119.223023
192.72,2078.947032
192.75,2086.986575
192.78,2122.220315
192.81,2072.281029
192.84,2188.654193
192.87,2140.229448
192.9,2067.067133
192.93,2194.214213
192.96,2027.341648
192.99,2157.561902
193.02,2065.567853
193.05,2125.686553
193.08,2039.300269
193.11,2117.799624
193.14,2155.537693
193.17,2154.700194
193.2,2158.59224
193.23,2066.449687
193.26,2016.640655
193.29,2107.5993
193.32,2188.428547
193.35,2009.688982
193.38,2060.435905
193.41,2170.850512
193.44,2138.564647
193.47,2136.971858
193.5,2033.931267
193.53,2002.350501
193.56,2112.83539
193.59,2093.957808
193.62,2141.850515
193.65,2035.282192
193.68,2080.550811
193.71,2123.407873
193.74,2087.123444
193.77,2033.818234
193.8,2073.459077
193.83,2141.736894
193.86,2197.172183
193.89,2093.661105
193.92,2113.094915
193.95,2023.628226
193.98,2172.481969
194.01,2031.500892
194.04,2052.554464
194.07,2158.158543
194.1,2169.65354
194.13,2179.482313
194.16,2061.309114
194.19,2189.591787
194.22,2118.579466
194.25,2101.722165
194.28,2198.748197
194.31,2107.323911
194.34,2106.37619
194.37,2015.17611
194.4,2047.391251
194.43,2088.45952
194.46,2082.525095
194.49,2144.506214
194.52,2191.51028
194.55,2071.671401
194.58,2093.760502
194.61,2118.898918
194.64,2056.185147
194.67,2174.551073
194.7,2167.204298
194.73,2085.349471
194.76,2177.244132
194.79,2018.965693
194.82,2056.372701
194.85,2113.276456
194.88,2034.958163
194.91,2119.798468
194.94,2143.913409
194.97,2062.41922
195,2018.940401
195.03,2192.868448
195.06,2118.722086
195.09,2113.279009
195.12,2171.761383
195.15,2180.612597
195.18,2198.502512
195.21,2143.995284
195.24,2119.671581
195.27,2117.015112
195.3,2074.687014
195.33,2165.004759
195.36,2103.271645
195.39,2061.229651
195.42,2043.506293
195.45,2154.645959
195.48,2000.752803
195.51,2179.856512
195.54,2023.421533
195.57,2003.503032
195.6,2087.778086
195.63,2068.082918
195.66,2136.393328
195.69,2188.066715
195.72,2089.987946
195.75,2140.856051
195.78,2036.985154
195.81,2196.327707
195.84,2182.365429
195.87,2129.704466
195.9,2060.944212
195.93,2022.381952
195.96,2097.184162
195.99,2177.230712
196.02,2127.254545
196.05,2059.72063
196.08,2093.094729
196.11,2189.345082
196.14,2197.681136
196.17,2098.408475
196.2,2098.609894
196.23,2127.945742
196.26,2179.141041
196.29,2140.84572
196.32,2097.278448
196.35,2080.698282
196.38,2024.698196
196.41,2102.899036
196.44,2065.078672
196.47,2037.100637
196.5,2041.910798
196.53,2068.473572
196.56,2110.952139
196.59,2173.365645
196.62,2185.63862
196.65,2013.877256
196.68,2150.773897
196.71,2105.385337
196.74,2081.148994
196.77,2104.885649
196.8,2152.408573
196.83,2093.429527
196.86,2197.25258
196.89,2134.99876
196.92,2151.063137
196.95,2152.803261
196.98,2159.27507
197.01,2123.935467
197.04,2072.956629
197.07,2022.939177
197.1,2148.229924
197.13,2030.464362
197.16,2170.088708
197.19,2078.015315
197.22,2055.174882
197.25,2094.231272
197.28,2075.570286
197.31,2005.227516
197.34,2078.221071
197.37,2051.492159
197.4,2187.088556
197.43,2191.06839
197.46,2033.385053
197.49,2071.574857
197.52,2185.511451
197.55,2186.622729
197.58,2191.606391
197.61,2067.691387
197.64,2185.739082
197.67,2037.659887
197.7,2092.244593
197.73,2118.936814
197.76,2101.322172
197.79,2010.28893
197.82,2195.744121
197.85,2016.52696
197.88,2183.635208
197.91,2180.072838
197.94,2032.459154
197.97,2043.999361
198,2154.758683
198.03,2028.332778
198.06,2163.305292
198.09,2092.071945
198.12,2102.870171
198.15,2126.769765
198.18,2104.21132
198.21,2142.241895
198.24,2066.627437
198.27,2046.782461
198.3,2003.811432
198.33,2123.068301
198.36,2010.349691
198.39,2185.008546
198.42,2093.943312
198.45,2137.332331
198.48,2003.341111
198.51,2067.84189
198.54,2101.61872
198.57,2112.843601
198.6,2193.038123
198.63,2097.295781
198.66,2150.227862
198.69,2087.102907
198.72,2064.604429
198.75,2131.298143
198.78,2140.375042
198.81,2189.231823
198.84,2038.775058
198.87,2003.752731
198.9,2091.202468
198.93,2150.853391
198.96,2017.615066
198.99,2118.956509
199.02,2176.850352
199.05,2198.529019
199.08,2085.356135
199.11,2106.775676
199.14,2094.096368
199.17,2105.188344
199.2,2069.952876
199.23,2097.531024
199.26,2144.243259
199.29,2192.874237
199.32,2120.344381
199.35,2053.407517
199.38,2179.908981
199.41,2097.28559
199.44,2110.125716
199.47,2151.244553
199.5,2027.63373
199.53,2080.246117
199.56,2112.022194
199.59,2159.767225
199.62,2172.958069
199.65,2170.964257
199.68,2002.041289
199.71,2124.779182
199.74,2157.269884
199.77,2181.721794
199.8,2155.09616
199.83,2061.268927
199.86,2002.761287
199.89,2060.309527
199.92,2056.238476
199.95,2034.507685
199.98,2118.695441
200.01,2101.521128
200.04,2136.389853
200.07,2196.296577
200.1,2198.050783
200.13,2107.27641
200.16,2004.612984
200.19,2007.916454
200.22,2054.078275
200.25,2086.796228
200.28,2054.043516
200.31,2170.27862
200.34,2070.150535
200.37,2044.992021
200.4,2007.751081
200.43,2169.326471
200.46,2180.01464
200.49,2075.928676
200.52,2120.750085
200.55,2159.680418
200.58,2117.600434
200.61,2026.659269
200.64,2051.405533
200.67,2086.285255
200.7,2076.316398
200.73,2023.388281
200.76,2002.353572
200.79,2016.946036
200.82,2144.347733
200.85,2026.697194
200.88,2021.605146
200.91,2146.385092
200.94,2049.181355
200.97,2039.799006
201,2125.439481
201.03,2049.421633
201.06,2037.635415
201.09,2013.867202
201.12,2081.559411
201.15,2032.721966
201.18,2125.221312
201.21,2018.742009
201.24,2168.513387
201.27,2014.020295
201.3,2078.025627
201.33,2028.401597
201.36,2145.821151
201.39,2112.004591
201.42,2153.961738
201.45,2013.918783
201.48,2147.462776
201.51,2180.678767
201.54,2085.966549
201.57,2160.46583
201.6,2176.966588
201.63,2112.682114
201.66,2053.899171
201.69,2085.039492
201.72,2031.250594
201.75,2112.394518
201.78,2148.785605
201.81,2161.076523
201.84,2183.468479
201.87,2022.639091
201.9,2014.583909
201.93,2072.659657
201.96,2173.987634
201.99,2181.883031
202.02,2023.303243
202.05,2181.635076
202.08,2016.99711
202.11,2126.331665
202.14,2013.982772
202.17,2124.03387
202.2,2111.674455
202.23,2066.859012
202.26,2004.229196
202.29,2129.742667
202.32,2168.340189
202.35,2146.407142
202.38,2087.378525
202.41,2128.402533
202.44,2109.870232
202.47,2090.368202
202.5,2048.843792
202.53,2176.107802
202.56,2016.632832
202.59,2071.549437
202.62,2009.995353
202.65,2078.015243
202.68,2082.338092
202.71,2196.987336
202.74,2035.996805
202.77,2075.608935
202.8,2168.867157
202.83,2145.78731
202.86,2073.867053
202.89,2189.073673
202.92,2193.83557
202.95,2185.179345
202.98,2128.493039
203.01,2036.411189
203.04,2126.174992
203.07,2117.726654
203.1,2059.640156
203.13,2086.904633
203.16,2026.628208
203.19,2018.685368
203.22,2147.281796
203.25,2001.286866
203.28,2187.910436
203.31,2019.385652
203.34,2142.167688
203.37,2032.416996
203.4,2095.974541
203.43,2142.228648
203.46,2011.415068
203.49,2133.751503
203.52,2150.617655
203.55,2133.102927
203.58,2070.550465
203.61,2039.462611
203.64,2109.495543
203.67,2173.735204
203.7,2087.429179
203.73,2043.572232
203.76,2067.761362
203.79,2002.586653
203.82,2062.613419
203.85,2025.580144
203.88,2166.036969
203.91,2021.580563
203.94,2095.179612
203.97,2000.763973
204,2026.800639
204.03,2188.337563
204.06,2075.346339
204.09,2196.839392
204.12,2064.794862
204.15,2037.548156
204.18,2177.586261
204.21,2176.876526
204.24,2060.378242
204.27,2070.374497
204.3,2004.400954
204.33,2023.230816
204.36,2098.569561
204.39,2152.464818
204.42,2136.141203
204.45,2005.791319
204.48,2179.127815
204.51,2181.097439
204.54,2140.702249
204.57,2046.815334
204.6,2166.437374
204.63,2152.509834
204.66,2149.484332
204.69,2115.866869
204.72,2123.744584
204.75,2161.847566
204.78,2192.831484
204.81,2110.457554
204.84,2038.057821
204.87,2060.25313
204.9,2117.569865
204.93,2083.963525
204.96,2026.762517
204.99,2018.602469
205.02,2197.307208
205.05,2154.713229
205.08,2078.633953
205.11,2006.541715
205.14,2157.182566
205.17,2005.628869
205.2,2091.252857
205.23,2051.306126
205.26,2127.508906
205.29,2048.248343
205.32,2171.962125
205.35,2029.379562
205.38,2062.204862
205.41,2096.608731
205.44,2186.734254
205.47,2045.683494
205.5,2168.879603
205.53,2007.098844
205.56,2020.815155
205.59,2051.722671
205.62,2017.353875
205.65,2077.18288
205.68,2046.922882
205.71,2140.15429
205.74,2152.509392
205.77,2168.916889
205.8,2196.963565
205.83,2103.822992
205.86,2060.291995
205.89,2050.62589
205.92,2045.081237
205.95,2106.146328
205.98,2185.414649
206.01,2093.326763
206.04,2133.224904
206.07,2159.371429
206.1,2083.828714
206.13,2076.336767
206.16,2061.137994
206.19,2150.140083
206.22,2121.228585
206.25,2161.951117
206.28,2188.565576
206.31,2193.005033
206.34,2080.57489
206.37,2008.192505
206.4,2136.890322
206.43,2102.259871
206.46,2063.868094
206.49,2016.516656
206.52,2116.737301
206.55,2124.53663
206.58,2083.298428
206.61,2155.210187
206.64,2104.483723
206.67,2083.378111
206.7,2099.579484
206.73,2170.306685
206.76,2033.769681
206.79,2087.388072
206.82,2079.207454
206.85,2196.633228
206.88,2151.189932
206.91,2126.734866
206.94,2010.552276
206.97,2121.329324
207,2152.021594
207.03,2148.69303
207.06,2116.515291
207.09,2089.156309
207.12,2126.348611
207.15,2019.00311
207.18,2123.832695
207.21,2018.268949
207.24,2134.223093
207.27,2035.913889
207.3,2070.95279
207.33,2013.79945
207.36,2050.14345
207.39,2116.818569
207.42,2101.110941
207.45,2103.744549
207.48,2014.221386
207.51,2175.90077
207.54,2009.748087
207.57,2080.840934
207.6,2179.915273
207.63,2084.499226
207.66,2123.631418
207.69,2071.105285
207.72,2141.721799
207.75,2163.901892
207.78,2057.302161
207.81,2074.160242
207.84,2180.122487
207.87,2019.035594
207.9,2007.800137
207.93,2057.284065
207.96,2150.127406
207.99,2152.064181
208.02,2092.94686
208.05,2190.048924
208.08,2058.17354
208.11,2038.936801
208.14,2028.704185
208.17,2148.292088
208.2,2117.960979
208.23,2045.785751
208.26,2011.01847
208.29,2130.060455
208.32,2083.74685
208.35,2005.715271
208.38,2042.751027
208.41,2124.67944
208.44,2099.686514
208.47,2138.901258
208.5,2134.776408
208.53,2055.130445
208.56,2154.580376
208.59,2050.864741
208.62,2126.696882
208.65,2083.676151
208.68,2019.381662
208.71,2089.784398
208.74,2083.143628
208.77,2112.6522
208.8,2054.645447
208.83,2079.408327
208.86,2184.248729
208.89,2145.168327
208.92,2011.80036
208.95,2064.285044
208.98,2173.532094
209.01,2151.344324
209.04,2144.413472
209.07,2199.608758
209.1,2124.673697
209.13,2143.689912
209.16,2175.80612
209.19,2159.831978
209.22,2138.74106
209.25,2148.778278
209.28,2097.521786
209.31,2082.846658
209.34,2177.758315
209.37,2139.485674
209.4,2196.298742
209.43,2126.852405
209.46,2147.511293
209.49,2109.556285
209.52,2186.547244
209.55,2008.451047
209.58,2099.653013
209.61,2111.095043
209.64,2054.13467
209.67,2116.531866
209.7,2195.06433
209.73,2044.059138
209.76,2086.736537
209.79,2096.909686
209.82,2107.252228
209.85,2125.059871
209.88,2178.39065
209.91,2196.820966
209.94,2189.991547
209.97,2112.138653
210,2091.404373
210.03,2044.294301
210.06,2062.522865
210.09,2017.056754
210.12,2096.844476
210.15,2149.821562
210.18,2080.649583
210.21,2056.849544
210.24,2062.620436
210.27,2150.465067
210.3,2179.309715
210.33,2036.88274
210.36,2139.250969
210.39,2085.870118
210.42,2141.097593
210.45,2197.046274
210.48,2084.015787
210.51,2124.698133
210.54,2141.010566
210.57,2136.411497
210.6,2100.395025
210.63,2172.233875
210.66,2000.167788
210.69,2139.590972
210.72,2051.788446
210.75,2109.875596
210.78,2126.725
210.81,2140.037233
210.84,2092.81479
210.87,2116.929543
210.9,2110.012814
210.93,2100.418284
210.96,2189.753943
210.99,2111.280344
211.02,2096.170993
211.05,2047.024686
211.08,2107.76426
211.11,2161.506253
211.14,2068.138681
211.17,2113.381115
211.2,2004.316155
211.23,2105.755513
211.26,2088.181998
211.29,2151.446448
211.32,2025.58488
211.35,2060.368941
211.38,2041.187082
211.41,2085.385395
211.44,2084.931636
211.47,2134.851252
211.5,2030.474693
211.53,2145.383913
211.56,2109.660106
211.59,2040.817379
211.62,2042.407359
211.65,2043.283113
211.68,2175.408827
211.71,2035.755143
211.74,2133.617959
211.77,2094.276917
211.8,2008.368252
211.83,2084.79532
211.86,2023.303453
211.89,2001.120476
211.92,2008.252843
211.95,2013.616417
211.98,2086.080738
212.01,2136.233666
212.04,2069.890749
212.07,2013.834576
212.1,2015.412474
212.13,2103.585556
212.16,2117.796502
212.19,2194.9631
212.22,2018.442364
212.25,2178.400915
212.28,2142.935641
212.31,2001.178391
212.34,2146.722727
212.37,2066.033961
212.4,2055.519865
212.43,2008.361676
212.46,2132.371538
212.49,2065.619515
212.52,2145.041855
212.55,2019.978012
212.58,2146.902807
212.61,2171.258431
212.64,2065.561026
212.67,2172.110441
212.7,2121.023219
212.73,2188.393555
212.76,2068.51778
212.79,2075.725662
212.82,2171.63252
212.85,2136.525113
212.88,2181.255699
212.91,2119.832646
212.94,2090.596106
212.97,2053.755474
213,2094.033739
213.03,2174.558132
213.06,2174.628013
213.09,2128.828841
213.12,2042.278577
213.15,2139.033522
213.18,2185.761485
213.21,2061.433627
213.24,2097.624954
213.27,2172.385058
213.3,2100.31033
213.33,2140.380372
213.36,2106.205146
213.39,2002.584317
213.42,2180.035781
213.45,2123.695827
213.48,2014.652902
213.51,2171.734151
213.54,2028.546842
213.57,2093.15095
213.6,2061.012124
213.63,2074.030637
213.66,2073.613343
213.69,2071.145651
213.72,2126.791902
213.75,2154.444961
