Time,Twall
160.08,1705.09096
160.11,1765.921115
160.14,1669.734378
160.17,1718.993037
160.2,1781.103384
160.23,1657.853499
160.26,1654.671467
160.29,1613.932378
160.32,1629.192092
160.35,1665.956264
160.38,1723.578713
160.41,1708.830665
160.44,1790.431427
160.47,1665.846552
160.5,1661.331194
160.53,1788.33292
160.56,1677.54169
160.59,1606.700171
160.62,1654.047065
160.65,1782.139644
160.68,1789.57957
160.71,1632.95203
160.74,1718.327921
160.77,1771.684914
160.8,1760.936096
160.83,1791.286825
160.86,1702.33093
160.89,1647.545804
160.92,1783.904342
160.95,1760.349234
160.98,1762.972918
161.01,1728.44438
161.04,1756.169943
161.07,1687.723558
161.1,1722.885032
161.13,1711.564284
161.16,1714.553577
161.19,1779.580404
161.22,1730.258623
161.25,1617.733025
161.28,1694.717596
161.31,1717.327963
161.34,1626.661687
161.37,1629.193132
161.4,1781.688688
161.43,1701.582737
161.46,1695.255102
161.49,1790.487368
161.52,1639.210386
161.55,1743.135388
161.58,1630.768363
161.61,1656.397667
161.64,1760.521617
161.67,1670.182184
161.7,1766.855022
161.73,1631.600603
161.76,1682.174458
161.79,1682.832894
161.82,1702.006215
161.85,1625.511441
161.88,1787.548624
161.91,1779.399151
161.94,1635.757308
161.97,1660.290399
162,1734.99097
162.03,1765.296205
162.06,1651.136219
162.09,1768.506239
162.12,1626.495798
162.15,1628.861989
162.18,1735.232526
162.21,1791.236715
162.24,1741.704842
162.27,1605.46052
162.3,1725.498089
162.33,1604.469731
162.36,1713.06971
162.39,1780.866549
162.42,1719.440996
162.45,1721.214253
162.48,1689.41468
162.51,1606.652508
162.54,1688.863434
162.57,1628.767584
162.6,1774.565177
162.63,1778.110762
162.66,1739.252514
162.69,1774.668657
162.72,1705.868126
162.75,1713.328065
162.78,1789.784971
162.81,1762.69883
162.84,1642.095608
162.87,1671.824359
162.9,1761.862861
162.93,1777.875251
162.96,1629.912836
162.99,1730.881421
163.02,1728.368973
163.05,1749.06007
163.08,1753.872923
163.11,1786.128192
163.14,1671.723594
163.17,1625.896136
163.2,1756.983337
163.23,1745.310135
163.26,1676.877008
163.29,1794.050847
163.32,1616.423732
163.35,1625.676499
163.38,1690.417441
163.41,1668.387571
163.44,1639.314671
163.47,1789.933759
163.5,1689.766389
163.53,1780.692674
163.56,1784.521204
163.59,1680.069095
163.62,1740.279657
163.65,1675.905853
163.68,1675.981385
163.71,1723.44581
163.74,1691.369841
163.77,1737.474706
163.8,1751.650772
163.83,1676.979684
163.86,1612.824689
163.89,1645.409003
163.92,1675.115059
163.95,1760.25901
163.98,1685.473666
164.01,1768.437279
164.04,1702.477702
164.07,1632.515525
164.1,1674.271415
164.13,1738.108125
164.16,1745.76682
164.19,1619.300906
164.22,1698.925863
164.25,1715.844506
164.28,1632.027679
164.31,1775.288938
164.34,1615.93393
164.37,1654.603517
164.4,1740.331683
164.43,1733.029619
164.46,1618.571282
164.49,1725.626358
164.52,1623.499002
164.55,1611.732263
164.58,1733.095721
164.61,1703.073215
164.64,1678.627332
164.67,1663.57791
164.7,1694.818059
164.73,1765.35661
164.76,1703.843766
164.79,1748.51372
164.82,1716.050402
164.85,1717.024145
164.88,1673.536543
164.91,1765.515155
164.94,1674.361898
164.97,1658.277682
165,1720.637086
165.03,1671.523812
165.06,1611.005076
165.09,1744.952584
165.12,1675.572654
165.15,1627.624589
165.18,1794.708961
165.21,1664.367434
165.24,1740.268942
165.27,1613.861195
165.3,1642.664413
165.33,1676.121713
165.36,1764.261733
165.39,1726.245152
165.42,1600.762874
165.45,1790.486803
165.48,1608.368534
165.51,1715.753471
165.54,1697.960411
165.57,1750.900133
165.6,1630.20864
165.63,1670.753284
165.66,1676.67095
165.69,1751.981459
165.72,1722.798553
165.75,1635.753459
165.78,1648.216729
165.81,1683.475679
165.84,1759.449983
165.87,1777.804896
165.9,1708.718789
165.93,1732.169344
165.96,1645.526433
165.99,1767.596069
166.02,1613.370219
166.05,1725.619829
166.08,1696.276404
166.11,1668.147431
166.14,1781.528197
166.17,1671.467744
166.2,1723.885846
166.23,1688.330256
166.26,1632.423568
166.29,1668.111829
166.32,1758.248412
166.35,1643.914393
166.38,1705.530541
166.41,1637.484893
166.44,1665.472408
166.47,1782.926138
166.5,1646.422224
166.53,1602.228622
166.56,1726.484882
166.59,1663.536365
166.62,1785.291599
166.65,1747.360701
166.68,1604.646852
166.71,1678.945711
166.74,1685.025419
166.77,1684.071756
166.8,1759.682137
166.83,1642.486059
166.86,1778.925039
166.89,1641.209948
166.92,1671.932203
166.95,1600.493065
166.98,1736.661768
167.01,1788.44509
167.04,1761.202791
167.07,1672.456744
167.1,1611.149633
167.13,1790.185246
167.16,1752.125613
167.19,1720.483195
167.22,1744.894823
167.25,1610.230219
167.28,1756.91906
167.31,1766.749969
167.34,1744.110417
167.37,1684.42797
167.4,1649.196525
167.43,1674.884268
167.46,1751.073098
167.49,1678.275731
167.52,1724.481318
167.55,1768.436927
167.58,1619.548764
167.61,1787.897284
167.64,1606.257659
167.67,1743.369192
167.7,1772.480073
167.73,1698.994401
167.76,1640.700142
167.79,1796.549876
167.82,1696.990343
167.85,1655.315418
167.88,1685.14789
167.91,1662.298672
167.94,1753.434294
167.97,1730.134939
168,1609.295339
168.03,1618.971114
168.06,1674.145514
168.09,1799.048346
168.12,1754.30821
168.15,1746.501096
168.18,1637.299052
168.21,1765.189075
168.24,1723.401385
168.27,1770.891337
168.3,1644.4102
168.33,1649.260785
168.36,1793.971341
168.39,1697.672949
168.42,1676.901661
168.45,1652.383701
168.48,1616.342536
168.51,1721.012187
168.54,1777.27866
168.57,1638.950519
168.6,1763.397422
168.63,1630.846807
168.66,1727.645232
168.69,1784.170923
168.72,1613.608629
168.75,1646.833179
168.78,1740.320868
168.81,1682.316269
168.84,1707.287276
168.87,1740.200801
168.9,1768.873799
168.93,1605.22147
168.96,1682.383368
168.99,1609.374435
169.02,1732.733127
169.05,1625.844181
169.08,1681.263529
169.11,1680.496086
169.14,1669.957141
169.17,1799.51297
169.2,1681.877455
169.23,1748.997834
169.26,1752.215339
169.29,1624.69255
169.32,1671.134639
169.35,1707.194475
169.38,1614.901641
169.41,1649.073857
169.44,1647.102523
169.47,1616.320533
169.5,1769.077978
169.53,1645.522318
169.56,1731.259542
169.59,1601.797747
169.62,1688.290025
169.65,1702.205006
169.68,1698.762543
169.71,1741.321055
169.74,1662.646241
169.77,1748.602694
169.8,1788.002478
169.83,1798.908183
169.86,1705.093871
169.89,1614.428865
169.92,1776.398929
169.95,1736.558709
169.98,1762.27412
170.01,1788.769636
170.04,1741.564266
170.07,1638.877997
170.1,1734.748859
170.13,1692.407045
170.16,1628.467207
170.19,1700.022449
170.22,1713.809301
170.25,1610.405535
170.28,1771.618956
170.31,1630.602274
170.34,1741.375169
170.37,1798.606833
170.4,1763.773674
170.43,1710.87767
170.46,1778.965826
170.49,1675.661594
170.52,1674.409617
170.55,1710.285905
170.58,1657.748124
170.61,1700.752399
170.64,1735.844548
170.67,1688.739525
170.7,1654.766223
170.73,1644.504027
170.76,1680.810454
170.79,1769.438014
170.82,1636.355498
170.85,1713.02494
170.88,1640.269175
170.91,1750.352181
170.94,1769.596943
170.97,1765.896045
171,1652.133831
171.03,1708.903348
171.06,1621.094173
171.09,1756.522123
171.12,1732.016951
171.15,1761.344731
171.18,1751.25089
171.21,1799.628361
171.24,1775.882303
171.27,1724.963122
171.3,1694.929161
171.33,1698.977567
171.36,1656.121497
171.39,1654.197979
171.42,1674.817496
171.45,1695.181294
171.48,1794.736574
171.51,1691.041093
171.54,1729.046574
171.57,1687.956742
171.6,1739.061117
171.63,1666.726488
171.66,1615.086458
171.69,1760.279445
171.72,1621.512552
171.75,1655.037298
171.78,1637.424083
171.81,1689.545229
171.84,1647.172925
171.87,1618.343128
171.9,1651.193856
171.93,1690.183763
171.96,1688.035016
171.99,1749.039041
172.02,1756.806021
172.05,1627.328319
172.08,1790.252594
172.11,1608.519374
172.14,1734.577453
172.17,1621.301603
172.2,1760.597904
172.23,1608.194299
172.26,1707.738643
172.29,1650.837256
172.32,1689.163421
172.35,1665.482094
172.38,1688.312354
172.41,1617.821766
172.44,1636.169016
172.47,1712.333001
172.5,1614.139839
172.53,1782.801089
172.56,1617.196194
172.59,1711.029335
172.62,1772.460042
172.65,1610.998321
172.68,1682.59758
172.71,1774.900103
172.74,1663.00075
172.77,1793.406093
172.8,1731.324528
172.83,1663.506173
172.86,1617.045429
172.89,1780.499243
172.92,1761.085648
172.95,1638.499021
172.98,1694.309737
173.01,1605.077531
173.04,1675.570525
173.07,1668.81424
173.1,1676.155035
173.13,1722.134413
173.16,1782.525815
173.19,1779.868013
173.22,1637.570411
173.25,1624.184966
173.28,1621.590515
173.31,1610.285149
173.34,1700.62103
173.37,1645.468339
173.4,1776.905338
173.43,1725.949591
173.46,1796.497586
173.49,1684.952805
173.52,1681.72799
173.55,1628.04687
173.58,1667.598926
173.61,1678.174365
173.64,1784.317765
173.67,1665.74532
173.7,1630.232261
173.73,1645.203734
173.76,1679.397255
173.79,1648.713287
173.82,1651.78425
173.85,1797.75349
173.88,1671.395511
173.91,1649.346809
173.94,1797.629879
173.97,1655.316824
174,1610.651146
174.03,1642.364406
174.06,1777.832595
174.09,1605.768478
174.12,1637.938178
174.15,1729.668924
174.18,1656.418037
174.21,1653.067879
174.24,1687.53932
174.27,1643.815713
174.3,1795.207003
174.33,1615.114429
174.36,1658.105356
174.39,1793.709542
174.42,1668.415093
174.45,1737.219232
174.48,1695.745034
174.51,1727.674037
174.54,1779.320921
174.57,1794.08258
174.6,1614.565621
174.63,1652.34225
174.66,1792.688688
174.69,1607.861121
174.72,1685.901873
174.75,1778.253344
174.78,1759.556841
174.81,1705.744139
174.84,1744.822672
174.87,1755.405639
174.9,1725.706714
174.93,1690.914591
174.96,1646.118475
174.99,1690.73081
175.02,1766.237183
175.05,1668.280495
175.08,1684.660025
175.11,1760.76156
175.14,1761.796468
175.17,1643.979177
175.2,1619.22635
175.23,1731.767805
175.26,1604.740855
175.29,1633.888267
175.32,1639.456554
175.35,1683.429055
175.38,1772.959937
175.41,1794.747756
175.44,1754.88101
175.47,1774.361386
175.5,1723.543228
175.53,1680.476993
175.56,1642.206843
175.59,1602.696175
175.62,1610.99454
175.65,1759.644837
175.68,1718.159385
175.71,1781.555712
175.74,1669.455124
175.77,1658.272713
175.8,1644.342115
175.83,1611.63705
175.86,1635.722929
175.89,1731.324877
175.92,1676.492017
175.95,1710.15909
175.98,1628.096424
176.01,1707.733182
176.04,1620.616294
176.07,1726.226366
176.1,1675.490539
176.13,1704.457757
176.16,1743.448885
176.19,1793.960338
176.22,1619.676005
176.25,1680.964465
176.28,1669.481112
176.31,1681.308655
176.34,1763.59876
176.37,1778.764162
176.4,1636.776091
176.43,1660.361823
176.46,1681.037664
176.49,1605.485492
176.52,1650.145352
176.55,1749.32614
176.58,1691.567815
176.61,1776.350375
176.64,1684.958339
176.67,1643.316962
176.7,1650.672935
176.73,1757.479321
176.76,1637.554897
176.79,1654.672078
176.82,1776.822335
176.85,1605.158576
176.88,1606.183352
176.91,1625.07086
176.94,1607.078625
176.97,1704.220162
177,1757.62014
177.03,1754.3234
177.06,1762.077748
177.09,1778.114902
177.12,1791.963822
177.15,1688.54711
177.18,1744.860064
177.21,1642.616012
177.24,1675.506469
177.27,1653.571192
177.3,1743.692412
177.33,1753.143208
177.36,1624.488338
177.39,1704.002198
177.42,1606.248163
177.45,1700.406492
177.48,1674.35206
177.51,1784.584696
177.54,1684.058947
177.57,1665.246126
177.6,1622.166812
177.63,1713.404324
177.66,1778.770782
177.69,1756.350595
177.72,1756.692462
177.75,1721.843223
177.78,1798.495178
177.81,1689.635881
177.84,1633.710109
177.87,1625.797524
177.9,1695.307026
177.93,1783.189048
177.96,1709.51329
177.99,1708.916315
178.02,1754.961524
178.05,1711.770661
178.08,1696.27584
178.11,1744.354755
178.14,1680.84944
178.17,1792.264994
178.2,1694.6379
178.23,1768.543372
178.26,1788.341838
178.29,1702.737661
178.32,1747.295544
178.35,1641.59579
178.38,1733.882733
178.41,1687.6501
178.44,1648.599172
178.47,1768.413895
178.5,1680.296797
178.53,1774.170143
178.56,1621.34962
178.59,1730.131723
178.62,1761.936158
178.65,1666.215065
178.68,1621.495034
178.71,1671.169939
178.74,1746.367474
178.77,1733.943077
178.8,1713.373842
178.83,1799.86987
178.86,1760.575687
178.89,1606.291872
178.92,1795.524001
178.95,1731.66183
178.98,1785.365873
179.01,1709.091499
179.04,1767.192945
179.07,1763.725429
179.1,1688.96373
179.13,1635.756336
179.16,1796.517648
179.19,1629.324231
179.22,1698.052147
179.25,1755.313395
179.28,1678.573824
179.31,1717.529988
179.34,1612.66057
179.37,1699.708705
179.4,1659.311248
179.43,1758.168215
179.46,1746.967741
179.49,1721.338923
179.52,1620.6378
179.55,1679.022095
179.58,1682.432735
179.61,1626.757709
179.64,1705.871807
179.67,1784.683061
179.7,1700.933938
179.73,1608.667072
179.76,1666.863496
179.79,1786.298283
179.82,1750.741436
179.85,1731.783799
179.88,1799.651531
179.91,1718.293081
179.94,1773.700647
179.97,1764.105357
180,1781.559415
180.03,1746.632741
180.06,1647.37137
180.09,1605.000867
180.12,1743.425446
180.15,1759.390016
180.18,1709.579595
180.21,1669.528942
180.24,1637.264214
180.27,1731.920968
180.3,1643.462572
180.33,1696.463246
180.36,1741.145335
180.39,1776.674622
180.42,1670.008414
180.45,1612.089428
180.48,1774.462035
180.51,1743.442197
180.54,1644.840662
180.57,1696.622026
180.6,1773.054859
180.63,1790.713429
180.66,1678.524189
180.69,1752.071162
180.72,1727.421874
180.75,1686.900092
180.78,1774.000697
180.81,1663.805952
180.84,1700.884337
180.87,1784.278152
180.9,1689.214235
180.93,1782.538961
180.96,1798.44119
180.99,1721.887642
181.02,1687.30388
181.05,1676.374938
181.08,1712.683791
181.11,1636.106994
181.14,1727.309784
181.17,1672.308975
181.2,1619.245128
181.23,1706.093881
181.26,1678.43157
181.29,1736.94346
181.32,1613.273883
181.35,1725.089695
181.38,1635.491963
181.41,1790.764772
181.44,1765.026778
181.47,1671.522275
181.5,1697.48195
181.53,1770.544547
181.56,1674.857315
181.59,1741.161721
181.62,1724.662771
181.65,1744.767129
181.68,1764.721038
181.71,1627.322512
181.74,1707.794543
181.77,1649.739135
181.8,1716.791089
181.83,1704.916578
181.86,1674.925414
181.89,1714.887363
181.92,1670.363516
181.95,1725.546257
181.98,1740.543489
182.01,1645.301548
182.04,1777.736051
182.07,1720.074458
182.1,1702.505145
182.13,1641.393141
182.16,1665.750402
182.19,1643.363992
182.22,1683.38946
182.25,1770.195046
182.28,1769.517424
182.31,1703.348642
182.34,1611.765602
182.37,1698.448924
182.4,1744.579797
182.43,1773.560542
182.46,1684.19238
182.49,1708.92738
182.52,1646.837291
182.55,1647.580901
182.58,1737.65061
182.61,1714.576099
182.64,1703.107196
182.67,1754.75861
182.7,1668.17507
182.73,1663.296059
182.76,1793.911767
182.79,1656.657323
182.82,1731.509631
182.85,1633.547168
182.88,1791.382471
182.91,1773.473541
182.94,1695.130833
182.97,1742.304615
183,1619.719399
183.03,1667.35123
183.06,1660.992412
183.09,1610.897489
183.12,1643.140298
183.15,1738.115117
183.18,1651.675609
183.21,1697.261362
183.24,1688.769131
183.27,1726.386068
183.3,1687.457844
183.33,1675.148914
183.36,1673.473685
183.39,1796.53596
183.42,1608.738294
183.45,1757.90006
183.48,1716.027961
183.51,1662.559018
183.54,1684.633419
183.57,1778.604499
183.6,1729.647284
183.63,1718.971624
183.66,1741.001837
183.69,1678.634411
183.72,1601.058201
183.75,1702.242668
183.78,1779.586387
183.81,1661.226319
183.84,1661.274859
183.87,1608.933394
183.9,1698.575333
183.93,1681.091626
183.96,1693.452051
183.99,1796.456904
184.02,1782.34759
184.05,1647.737882
184.08,1710.118409
184.11,1757.908038
184.14,1713.85669
184.17,1634.922332
184.2,1794.65984
184.23,1676.977113
184.26,1768.291777
184.29,1763.592259
184.32,1669.175026
184.35,1799.059076
184.38,1689.682922
184.41,1666.419905
184.44,1668.544866
184.47,1704.887819
184.5,1608.977863
184.53,1680.59438
184.56,1698.672315
184.59,1640.754355
184.62,1776.958565
184.65,1622.022846
184.68,1780.703817
184.71,1686.583352
184.74,1635.56615
184.77,1793.658268
184.8,1755.75505
184.83,1703.924003
184.86,1619.79929
184.89,1695.579054
184.92,1608.977797
184.95,1714.094407
184.98,1716.876364
185.01,1612.308774
185.04,1733.162635
185.07,1653.188012
185.1,1677.810484
185.13,1663.634664
185.16,1661.680977
185.19,1713.732312
185.22,1701.80897
185.25,1632.245726
185.28,1686.348339
185.31,1790.982835
185.34,1688.573358
185.37,1754.126092
185.4,1699.110414
185.43,1683.465905
185.46,1703.595267
185.49,1631.375387
185.52,1678.980561
185.55,1635.396193
185.58,1604.868235
185.61,1781.880902
185.64,1633.935684
185.67,1746.362129
185.7,1620.889292
185.73,1663.655934
185.76,1743.63342
185.79,1723.832195
185.82,1616.716844
185.85,1680.315756
185.88,1601.326124
185.91,1726.562832
185.94,1657.245533
185.97,1621.429495
186,1716.908841
186.03,1675.992303
186.06,1678.475095
186.09,1696.079026
186.12,1753.584983
186.15,1652.494611
186.18,1758.759039
186.21,1672.207715
186.24,1645.768488
186.27,1773.924505
186.3,1700.946817
186.33,1690.300524
186.36,1638.721437
186.39,1694.571221
186.42,1718.30754
186.45,1645.037869
186.48,1625.991937
186.51,1619.422321
186.54,1609.656978
186.57,1718.263687
186.6,1731.090353
186.63,1619.45424
186.66,1793.836274
186.69,1703.40782
186.72,1701.702993
186.75,1603.330352
186.78,1691.483303
186.81,1728.213733
186.84,1775.371887
186.87,1634.824117
186.9,1709.739022
186.93,1721.727517
186.96,1663.863202
186.99,1723.984007
187.02,1645.315734
187.05,1728.001854
187.08,1716.40174
187.11,1672.684678
187.14,1693.673152
187.17,1682.373619
187.2,1761.712577
187.23,1776.655664
187.26,1644.572285
187.29,1728.506397
187.32,1771.277106
187.35,1703.156071
187.38,1710.116467
187.41,1695.156072
187.44,1760.991518
187.47,1716.875405
187.5,1647.30454
187.53,1616.890914
187.56,1714.237704
187.59,1766.817438
187.62,1649.511021
187.65,1768.413549
187.68,1619.45225
187.71,1639.851517
187.74,1703.340694
187.77,1709.454967
187.8,1745.273769
187.83,1756.001713
187.86,1777.698486
187.89,1663.885971
187.92,1696.111901
187.95,1610.958279
187.98,1629.64825
188.01,1780.075123
188.04,1797.652542
188.07,1745.896106
188.1,1746.971235
188.13,1718.197138
188.16,1674.626798
188.19,1750.961742
188.22,1622.397816
188.25,1604.725173
188.28,1769.245916
188.31,1788.902244
188.34,1693.724908
188.37,1668.448132
188.4,1700.674802
188.43,1777.454462
188.46,1622.520067
188.49,1677.460526
188.52,1615.831191
188.55,1740.446546
188.58,1716.297043
188.61,1744.108935
188.64,1708.114401
188.67,1760.978708
188.7,1760.463008
188.73,1671.795942
188.76,1784.43934
188.79,1611.16666
188.82,1660.456243
188.85,1636.147234
188.88,1734.541881
188.91,1768.221726
188.94,1645.432501
188.97,1708.099983
189,1625.173871
189.03,1636.044097
189.06,1712.242233
189.09,1631.603327
189.12,1746.36402
189.15,1681.338376
189.18,1620.867998
189.21,1789.043505
189.24,1742.282989
189.27,1640.315528
189.3,1648.359162
189.33,1679.285451
189.36,1671.661385
189.39,1660.173115
189.42,1727.623319
189.45,1649.768807
189.48,1796.486714
189.51,1753.610269
189.54,1738.111603
189.57,1719.548038
189.6,1647.011525
189.63,1721.575893
189.66,1630.577981
189.69,1693.153742
189.72,1686.646691
189.75,1648.149749
189.78,1646.865158
189.81,1764.615205
189.84,1676.915507
189.87,1747.043397
189.9,1657.372725
189.93,1730.599241
189.96,1673.720655
189.99,1729.946848
190.02,1779.960009
190.05,1642.65492
190.08,1724.608146
190.11,1630.795701
190.14,1744.421329
190.17,1733.875063
190.2,1727.907512
190.23,1615.537135
190.26,1662.042073
190.29,1767.372638
190.32,1787.78079
190.35,1600.595356
190.38,1676.907808
190.41,1704.753398
190.44,1774.951035
190.47,1630.958113
190.5,1668.957467
190.53,1775.70583
190.56,1713.039648
190.59,1723.052419
190.62,1743.220077
190.65,1772.823072
190.68,1760.907529
190.71,1671.826099
190.74,1711.242116
190.77,1772.351297
190.8,1608.093715
190.83,1689.203749
190.86,1694.683037
190.89,1624.302139
190.92,1632.023587
190.95,1603.79751
190.98,1778.952691
191.01,1637.497714
191.04,1753.950425
191.07,1676.46383
191.1,1773.819196
191.13,1624.271033
191.16,1689.895673
191.19,1746.465754
191.22,1772.271345
191.25,1761.628251
191.28,1768.847444
191.31,1795.170099
191.34,1733.48612
191.37,1710.436637
191.4,1724.08985
191.43,1728.33191
191.46,1754.054265
191.49,1793.647128
191.52,1703.346682
191.55,1627.028933
191.58,1603.404728
191.61,1680.55751
191.64,1619.728516
191.67,1741.184907
191.7,1772.822892
191.73,1778.974158
191.76,1766.614299
191.79,1735.596746
191.82,1673.083548
191.85,1633.138305
191.88,1647.521714
191.91,1796.464591
191.94,1629.158639
191.97,1676.675991
192,1613.863998
192.03,1629.869051
192.06,1653.55683
192.09,1770.765376
192.12,1736.311623
192.15,1632.689558
192.18,1723.566452
192.21,1713.72255
192.24,1762.782218
192.27,1621.498431
192.3,1618.112432
192.33,1773.424473
192.36,1647.854209
192.39,1664.467149
192.42,1669.00744
192.45,1693.878036
192.48,1734.116781
192.51,1652.750348
192.54,1655.416765
192.57,1784.97464
192.6,1644.59461
192.63,1701.637935
192.66,1759.27019
192.69,1688.653687
192.72,1744.969111
192.75,1644.521966
192.78,1795.027906
192.81,1615.030613
192.84,1792.072798
192.87,1615.611146
192.9,1628.234019
192.93,1667.332241
192.96,1729.533032
192.99,1687.304839
193.02,1636.941308
193.05,1615.175179
193.08,1760.942537
193.11,1702.816289
193.14,1766.907246
193.17,1745.371031
193.2,1612.46583
193.23,1714.038504
193.26,1743.091032
193.29,1654.332727
193.32,1666.23207
193.35,1616.973024
193.38,1775.10711
193.41,1777.135236
193.44,1684.259112
193.47,1683.941987
193.5,1794.562167
193.53,1627.113888
193.56,1768.208927
193.59,1653.35015
193.62,1650.036189
193.65,1719.223911
193.68,1682.049838
193.71,1644.323212
193.74,1766.172026
193.77,1792.597433
193.8,1763.39271
193.83,1745.153655
193.86,1710.814502
193.89,1766.749794
193.92,1671.084334
193.95,1786.088994
193.98,1766.306829
194.01,1605.421688
194.04,1792.430998
194.07,1710.270359
194.1,1795.975072
194.13,1794.98999
194.16,1683.763693
194.19,1718.466396
194.22,1672.734407
194.25,1792.456643
194.28,1708.404179
194.31,1731.231299
194.34,1645.631432
194.37,1711.647568
194.4,1684.189115
194.43,1790.86289
194.46,1725.846081
194.49,1688.201254
194.52,1681.062691
194.55,1712.597246
194.58,1775.386141
194.61,1651.757352
194.64,1645.697459
194.67,1628.447686
194.7,1666.021362
194.73,1639.526532
194.76,1759.166979
194.79,1784.729711
194.82,1710.759667
194.85,1682.658846
194.88,1652.029364
194.91,1642.40696
194.94,1601.349556
194.97,1646.398175
195,1748.034417
195.03,1710.749448
195.06,1652.520172
195.09,1754.690192
195.12,1684.763395
195.15,1652.740502
195.18,1708.327932
195.21,1758.128883
195.24,1680.721085
195.27,1740.096115
195.3,1788.563345
195.33,1617.750645
195.36,1685.397907
195.39,1656.969189
195.42,1748.618814
195.45,1603.660437
195.48,1600.155835
195.51,1629.033532
195.54,1747.202952
195.57,1694.120708
195.6,1674.987322
195.63,1704.669411
195.66,1713.331278
195.69,1617.026502
195.72,1755.150146
195.75,1752.526203
195.78,1622.099835
195.81,1718.80792
195.84,1778.736925
195.87,1782.899892
195.9,1734.80878
195.93,1753.69258
195.96,1632.876482
195.99,1652.317244
196.02,1658.890809
196.05,1686.139519
196.08,1606.569934
196.11,1672.298735
196.14,1674.812681
196.17,1764.779209
196.2,1740.376583
196.23,1778.321841
196.26,1746.741264
196.29,1651.424725
196.32,1695.712715
196.35,1768.441028
196.38,1685.590663
196.41,1610.192125
196.44,1746.843742
196.47,1682.360478
196.5,1739.947579
196.53,1750.000333
196.56,1753.223034
196.59,1660.177661
196.62,1674.175745
196.65,1744.438232
196.68,1677.152987
196.71,1635.277814
196.74,1732.383332
196.77,1684.797346
196.8,1655.38435
196.83,1716.441038
196.86,1626.681409
196.89,1714.053743
196.92,1687.635536
196.95,1782.229142
196.98,1783.652999
197.01,1775.235122
197.04,1692.067558
197.07,1613.810143
197.1,1780.992096
197.13,1634.073692
197.16,1624.101743
197.19,1660.827058
197.22,1779.545809
197.25,1739.334873
197.28,1658.539999
197.31,1612.868468
197.34,1754.917961
197.37,1738.94744
197.4,1651.442033
197.43,1742.415599
197.46,1660.481281
197.49,1676.081355
197.52,1698.688322
197.55,1741.569792
197.58,1792.120743
197.61,1733.894429
197.64,1684.093356
197.67,1688.270008
197.7,1721.072244
197.73,1727.171878
197.76,1640.090929
197.79,1774.45477
197.82,1713.077614
197.85,1772.299574
197.88,1763.498618
197.91,1691.986198
197.94,1607.213252
197.97,1715.463922
198,1636.712882
198.03,1664.155613
198.06,1767.517624
198.09,1653.228071
198.12,1773.790436
198.15,1658.019487
198.18,1604.42361
198.21,1784.634306
198.24,1748.66942
198.27,1662.469093
198.3,1713.793049
198.33,1678.521191
198.36,1707.889578
198.39,1602.892212
198.42,1768.787147
198.45,1760.497866
198.48,1759.167239
198.51,1670.196148
198.54,1636.210938
198.57,1607.14712
198.6,1766.542287
198.63,1744.37836
198.66,1605.619383
198.69,1782.748495
198.72,1780.466247
198.75,1690.159891
198.78,1760.21343
198.81,1677.553656
198.84,1760.787698
198.87,1664.49143
198.9,1731.601713
198.93,1743.259107
198.96,1749.549511
198.99,1605.108095
199.02,1738.788717
199.05,1620.881431
199.08,1717.031351
199.11,1752.871558
199.14,1771.171288
199.17,1638.746365
199.2,1660.066301
199.23,1787.557968
199.26,1607.771293
199.29,1788.359404
199.32,1720.421411
199.35,1616.853663
199.38,1789.246561
199.41,1792.258817
199.44,1672.341297
199.47,1647.236554
199.5,1683.635406
199.53,1759.295114
199.56,1688.346751
199.59,1695.406978
199.62,1774.783379
199.65,1683.102685
199.68,1689.821253
199.71,1649.745507
199.74,1655.456805
199.77,1656.341753
199.8,1662.47709
199.83,1667.782614
199.86,1723.625631
199.89,1623.288804
199.92,1738.7601
199.95,1602.997042
199.98,1611.741539
200.01,1695.763349
200.04,1779.235477
200.07,1726.727321
200.1,1736.556789
200.13,1719.793641
200.16,1665.794768
200.19,1661.181141
200.22,1614.421308
200.25,1685.833787
200.28,1647.209564
200.31,1650.838026
200.34,1640.076156
200.37,1746.070396
200.4,1754.58737
200.43,1753.420027
200.46,1724.03931
200.49,1698.844978
200.52,1692.486156
200.55,1752.6345
200.58,1673.701122
200.61,1671.189433
200.64,1695.019181
200.67,1640.810754
200.7,1786.487041
200.73,1671.991864
200.76,1643.663776
200.79,1755.136477
200.82,1761.867577
200.85,1747.516903
200.88,1632.377404
200.91,1767.754487
200.94,1788.196526
200.97,1672.427833
201,1641.998826
201.03,1630.21561
201.06,1750.895836
201.09,1687.930194
201.12,1783.011154
201.15,1773.035983
201.18,1721.226431
201.21,1788.775137
201.24,1606.14584
201.27,1787.165553
201.3,1787.188671
201.33,1740.952814
201.36,1711.455619
201.39,1649.519718
201.42,1680.464589
201.45,1603.56875
201.48,1716.151801
201.51,1749.722603
201.54,1770.502785
201.57,1706.298138
201.6,1604.787125
201.63,1702.580172
201.66,1694.724128
201.69,1772.775202
201.72,1751.000901
201.75,1794.928447
201.78,1770.434101
201.81,1669.141498
201.84,1741.617191
201.87,1721.777731
201.9,1635.578045
201.93,1635.182711
201.96,1686.47328
201.99,1716.724048
202.02,1745.013513
202.05,1757.73227
202.08,1660.439078
202.11,1713.178136
